Opportunity_ID,Industry,Deal_Size,Sales_Cycle_Days,Status,Close_Date
OPP-3724,health-care,34471.78,83.0,Lost,2024-12-12 15:37:37.651530304
OPP-3725,health-care,64281.5,71.0,Won,2024-12-12 21:53:49.845969192
OPP-3726,IT_Tech,44040.94,73.0,Won,2024-12-13 04:10:02.040408080
OPP-3727,IT_Tech,51602.74,55.0,Won,2024-12-13 10:26:14.234846968
OPP-3728,IT_Tech,40963.57,54.0,Lost,2024-12-13 16:42:26.429285856
OPP-3729,health-care,49049.43,75.0,Won,2024-12-13 22:58:38.623724744
OPP-3730,Retail,16066.77,51.0,Lost,2024-12-14 05:14:50.818163632
OPP-3731,health-care,78792.37,104.0,Lost,2024-12-14 11:31:03.012602520
OPP-3732,IT_Tech,57990.13,52.0,Lost,2024-12-14 17:47:15.207041408
OPP-3733,Manufacturing,53555.21,66.0,Won,2024-12-15 00:03:27.401480296
OPP-3734,Manufacturing,36873.12,73.0,Won,2024-12-15 06:19:39.595919184
OPP-3735,Retail,,58.0,Won,2024-12-15 12:35:51.790358072
OPP-3736,Manufacturing,26200.27,57.0,Won,2024-12-15 18:52:03.984796960
OPP-3737,Finance,52581.86,64.0,Lost,2024-12-16 01:08:16.179235848
OPP-3738,Manufacturing,31019.36,60.0,Won,2024-12-16 07:24:28.373674736
OPP-3739,IT_Tech,41523.93,70.0,Won,2024-12-16 13:40:40.568113624
OPP-3740,health-care,,104.0,Lost,2024-12-16 19:56:52.762552512
OPP-3741,IT_Tech,35399.06,74.0,Won,2024-12-17 02:13:04.956991400
OPP-3742,IT_Tech,36609.48,87.0,Lost,2024-12-17 08:29:17.151430288
OPP-3743,IT_Tech,39013.12,80.0,Lost,2024-12-17 14:45:29.345869176
OPP-3744,Finance,53661.81,89.0,Lost,2024-12-17 21:01:41.540308064
OPP-3745,Retail,8411.07,29.0,Won,2024-12-18 03:17:53.734746952
OPP-3746,Finance,25507.74,67.0,Lost,2024-12-18 09:34:05.929185840
OPP-3747,IT_Tech,25653.24,86.0,Lost,2024-12-18 15:50:18.123624728
OPP-3748,Retail,16925.43,61.0,Won,2024-12-18 22:06:30.318063616
OPP-3749,Finance,47966.26,96.0,Won,2024-12-19 04:22:42.512502496
OPP-3750,health-care,63406.13,95.0,Lost,2024-12-19 10:38:54.706941384
OPP-3751,Finance,96747.4,74.0,Lost,2024-12-19 16:55:06.901380272
OPP-3752,IT_Tech,47114.91,69.0,Lost,2024-12-19 23:11:19.095819160
OPP-3753,health-care,38264.59,61.0,Won,2024-12-20 05:27:31.290258048
OPP-3754,Manufacturing,59786.17,69.0,Won,2024-12-20 11:43:43.484696936
OPP-3755,IT_Tech,,62.0,Lost,2024-12-20 17:59:55.679135824
OPP-3756,health-care,37126.64,78.0,Lost,2024-12-21 00:16:07.873574712
OPP-3757,Manufacturing,24054.6,53.0,Won,2024-12-21 06:32:20.068013600
OPP-3758,Retail,24234.81,77.0,Won,2024-12-21 12:48:32.262452488
OPP-3759,IT_Tech,33744.52,80.0,Won,2024-12-21 19:04:44.456891376
OPP-3760,IT_Tech,11969.43,45.0,Lost,2024-12-22 01:20:56.651330264
OPP-3761,IT_Tech,18036.62,87.0,Lost,2024-12-22 07:37:08.845769152
OPP-3762,Finance,62967.77,83.0,Lost,2024-12-22 13:53:21.040208040
OPP-3763,health-care,36394.55,82.0,Won,2024-12-22 20:09:33.234646928
OPP-3764,IT_Tech,,62.0,Won,2024-12-23 02:25:45.429085816
OPP-3765,Manufacturing,36908.54,81.0,Lost,2024-12-23 08:41:57.623524704
OPP-3766,Finance,175844.04,98.0,Lost,2024-12-23 14:58:09.817963592
OPP-3767,IT_Tech,31406.59,71.0,Won,2024-12-23 21:14:22.012402480
OPP-3768,Finance,139180.24,106.0,Lost,2024-12-24 03:30:34.206841368
OPP-3769,Finance,172345.44,84.0,Lost,2024-12-24 09:46:46.401280256
OPP-3770,IT_Tech,74395.8,92.0,Lost,2024-12-24 16:02:58.595719144
OPP-3771,IT_Tech,41872.2,78.0,Won,2024-12-24 22:19:10.790158032
OPP-3772,Retail,5005.81,66.0,Won,2024-12-25 04:35:22.984596920
OPP-3773,health-care,96422.51,60.0,Won,2024-12-25 10:51:35.179035808
OPP-3774,Finance,137178.73,87.0,Lost,2024-12-25 17:07:47.373474696
OPP-3775,health-care,,69.0,Lost,2024-12-25 23:23:59.567913584
OPP-3776,IT_Tech,86880.76,69.0,Lost,2024-12-26 05:40:11.762352472
OPP-3777,IT_Tech,55821.63,97.0,Lost,2024-12-26 11:56:23.956791360
OPP-3778,health-care,102843.53,78.0,Lost,2024-12-26 18:12:36.151230248
OPP-3779,IT_Tech,62516.78,65.0,Lost,2024-12-27 00:28:48.345669136
OPP-3780,IT_Tech,42902.48,70.0,Won,2024-12-27 06:45:00.540108024
OPP-3781,Retail,3841.41,,Lost,2024-12-27 13:01:12.734546912
OPP-3782,Manufacturing,28294.72,,Won,2024-12-27 19:17:24.928985800
OPP-3783,Retail,24308.56,62.0,Won,2024-12-28 01:33:37.123424688
OPP-3784,Manufacturing,24250.79,77.0,Won,2024-12-28 07:49:49.317863576
OPP-3785,IT_Tech,32476.23,88.0,Won,2024-12-28 14:06:01.512302456
OPP-3786,Manufacturing,21538.17,63.0,Won,2024-12-28 20:22:13.706741344
OPP-3787,IT_Tech,88606.57,86.0,Lost,2024-12-29 02:38:25.901180232
OPP-3788,Manufacturing,84182.83,67.0,Lost,2024-12-29 08:54:38.095619120
OPP-3789,Manufacturing,23343.31,99.0,Lost,2024-12-29 15:10:50.290058008
OPP-3790,Retail,14380.8,78.0,Won,2024-12-29 21:27:02.484496896
OPP-3791,Manufacturing,25841.91,68.0,Won,2024-12-30 03:43:14.678935784
OPP-3792,Finance,105764.14,71.0,Lost,2024-12-30 09:59:26.873374672
OPP-3793,IT_Tech,46856.34,73.0,Lost,2024-12-30 16:15:39.067813560
OPP-3794,health-care,,77.0,Lost,2024-12-30 22:31:51.262252448
OPP-3795,Finance,89245.93,103.0,Lost,2024-12-31 04:48:03.456691336
OPP-3796,IT_Tech,157582.29,69.0,Lost,2024-12-31 11:04:15.651130224
OPP-3797,Finance,39468.01,75.0,Lost,2024-12-31 17:20:27.845569112
OPP-3798,Manufacturing,15439.71,67.0,Won,2024-12-31 23:36:40.040008000
OPP-3799,IT_Tech,29835.52,70.0,Lost,2025-01-01 05:52:52.234446888
OPP-3800,Retail,6099.77,59.0,Won,2025-01-01 12:09:04.428885776
OPP-3801,Manufacturing,17219.0,66.0,Won,2025-01-01 18:25:16.623324664
OPP-3802,Manufacturing,22011.99,80.0,Won,2025-01-02 00:41:28.817763552
OPP-3803,Manufacturing,22900.31,77.0,Won,2025-01-02 06:57:41.012202440
OPP-3804,Finance,41242.69,79.0,Lost,2025-01-02 13:13:53.206641328
OPP-3805,Manufacturing,47056.74,38.0,Won,2025-01-02 19:30:05.401080216
OPP-3806,Retail,10372.42,68.0,Won,2025-01-03 01:46:17.595519104
OPP-3807,IT_Tech,33197.93,53.0,Won,2025-01-03 08:02:29.789957992
OPP-3808,health-care,125058.84,89.0,Lost,2025-01-03 14:18:41.984396880
OPP-3809,Retail,9107.37,81.0,Won,2025-01-03 20:34:54.178835768
OPP-3810,IT_Tech,31816.08,,Won,2025-01-04 02:51:06.373274656
OPP-3811,Finance,91076.58,76.0,Lost,2025-01-04 09:07:18.567713544
OPP-3812,Finance,22812.4,63.0,Won,2025-01-04 15:23:30.762152432
OPP-3813,IT_Tech,11020.88,79.0,Won,2025-01-04 21:39:42.956591320
OPP-3814,Finance,90009.49,80.0,Lost,2025-01-05 03:55:55.151030208
OPP-3815,Retail,17085.87,88.0,Won,2025-01-05 10:12:07.345469096
OPP-3816,health-care,252339.85,92.0,Lost,2025-01-05 16:28:19.539907984
OPP-3817,IT_Tech,39302.66,76.0,Won,2025-01-05 22:44:31.734346872
OPP-3818,IT_Tech,54713.72,77.0,Lost,2025-01-06 05:00:43.928785760
OPP-3819,health-care,65037.31,87.0,Lost,2025-01-06 11:16:56.123224648
OPP-3820,Manufacturing,42134.14,53.0,Lost,2025-01-06 17:33:08.317663536
OPP-3821,IT_Tech,83585.76,80.0,Lost,2025-01-06 23:49:20.512102416
OPP-3822,Finance,20447.26,68.0,Won,2025-01-07 06:05:32.706541304
OPP-3823,IT_Tech,44658.87,83.0,Won,2025-01-07 12:21:44.900980192
OPP-3824,health-care,263379.71,85.0,Lost,2025-01-07 18:37:57.095419080
OPP-3825,Retail,15382.98,55.0,Won,2025-01-08 00:54:09.289857968
OPP-3826,Retail,30494.04,72.0,Lost,2025-01-08 07:10:21.484296856
OPP-3827,IT_Tech,26513.09,58.0,Won,2025-01-08 13:26:33.678735744
OPP-3828,health-care,71737.69,55.0,Lost,2025-01-08 19:42:45.873174632
OPP-3829,IT_Tech,36929.37,82.0,Won,2025-01-09 01:58:58.067613520
OPP-3830,health-care,19330.61,76.0,Won,2025-01-09 08:15:10.262052408
OPP-3831,Finance,36282.59,79.0,Lost,2025-01-09 14:31:22.456491296
OPP-3832,IT_Tech,20984.98,85.0,Lost,2025-01-09 20:47:34.650930184
OPP-3833,IT_Tech,54777.4,68.0,Won,2025-01-10 03:03:46.845369072
OPP-3834,health-care,123413.02,,Lost,2025-01-10 09:19:59.039807960
OPP-3835,Manufacturing,42702.73,73.0,Won,2025-01-10 15:36:11.234246848
OPP-3836,Manufacturing,,72.0,Won,2025-01-10 21:52:23.428685736
OPP-3837,IT_Tech,33453.95,62.0,Lost,2025-01-11 04:08:35.623124624
OPP-3838,Retail,24366.53,69.0,Lost,2025-01-11 10:24:47.817563512
OPP-3839,health-care,73517.08,71.0,Lost,2025-01-11 16:41:00.012002400
OPP-3840,health-care,75714.0,56.0,Lost,2025-01-11 22:57:12.206441288
OPP-3841,Retail,11698.36,,Won,2025-01-12 05:13:24.400880176
OPP-3842,Manufacturing,51135.04,62.0,Lost,2025-01-12 11:29:36.595319064
OPP-3843,Manufacturing,29419.13,74.0,Won,2025-01-12 17:45:48.789757952
OPP-3844,Finance,131381.27,74.0,Lost,2025-01-13 00:02:00.984196840
OPP-3845,health-care,37075.46,86.0,Won,2025-01-13 06:18:13.178635728
OPP-3846,Retail,7712.07,81.0,Won,2025-01-13 12:34:25.373074616
OPP-3847,IT_Tech,51211.19,84.0,Lost,2025-01-13 18:50:37.567513504
OPP-3848,Finance,69346.67,59.0,Lost,2025-01-14 01:06:49.761952392
OPP-3849,health-care,55696.09,94.0,Lost,2025-01-14 07:23:01.956391280
OPP-3850,Finance,124745.96,101.0,Lost,2025-01-14 13:39:14.150830168
OPP-3851,IT_Tech,26805.69,71.0,Won,2025-01-14 19:55:26.345269056
OPP-3852,IT_Tech,32856.32,88.0,Won,2025-01-15 02:11:38.539707944
OPP-3853,Manufacturing,73102.22,71.0,Won,2025-01-15 08:27:50.734146832
OPP-3854,IT_Tech,78399.37,56.0,Won,2025-01-15 14:44:02.928585720
OPP-3855,Finance,187857.49,75.0,Lost,2025-01-15 21:00:15.123024608
OPP-3856,IT_Tech,31537.64,93.0,Lost,2025-01-16 03:16:27.317463496
OPP-3857,IT_Tech,67194.82,59.0,Lost,2025-01-16 09:32:39.511902376
OPP-3858,IT_Tech,22595.9,70.0,Won,2025-01-16 15:48:51.706341264
OPP-3859,IT_Tech,23076.0,70.0,Won,2025-01-16 22:05:03.900780152
OPP-3860,Manufacturing,11212.36,59.0,Won,2025-01-17 04:21:16.095219040
OPP-3861,IT_Tech,83820.6,74.0,Lost,2025-01-17 10:37:28.289657928
OPP-3862,Manufacturing,23576.6,71.0,Lost,2025-01-17 16:53:40.484096816
OPP-3863,Finance,67783.93,71.0,Lost,2025-01-17 23:09:52.678535704
OPP-3864,health-care,,57.0,Won,2025-01-18 05:26:04.872974592
OPP-3865,Finance,110979.32,83.0,Lost,2025-01-18 11:42:17.067413480
OPP-3866,Finance,58373.65,89.0,Won,2025-01-18 17:58:29.261852368
OPP-3867,Retail,6957.61,72.0,Lost,2025-01-19 00:14:41.456291256
OPP-3868,IT_Tech,45289.54,65.0,Lost,2025-01-19 06:30:53.650730144
OPP-3869,health-care,30938.67,57.0,Won,2025-01-19 12:47:05.845169032
OPP-3870,Manufacturing,23891.96,67.0,Lost,2025-01-19 19:03:18.039607920
OPP-3871,Manufacturing,12664.47,84.0,Lost,2025-01-20 01:19:30.234046808
OPP-3872,Manufacturing,17819.01,76.0,Lost,2025-01-20 07:35:42.428485696
OPP-3873,health-care,81398.94,87.0,Lost,2025-01-20 13:51:54.622924584
OPP-3874,Retail,5002.69,70.0,Won,2025-01-20 20:08:06.817363472
OPP-3875,health-care,30070.88,77.0,Won,2025-01-21 02:24:19.011802360
OPP-3876,health-care,73026.57,79.0,Lost,2025-01-21 08:40:31.206241248
OPP-3877,IT_Tech,27672.56,79.0,Won,2025-01-21 14:56:43.400680136
OPP-3878,Finance,241644.27,80.0,Lost,2025-01-21 21:12:55.595119024
OPP-3879,IT_Tech,90848.47,62.0,Lost,2025-01-22 03:29:07.789557912
OPP-3880,health-care,43444.8,83.0,Won,2025-01-22 09:45:19.983996800
OPP-3881,Manufacturing,47981.4,90.0,Won,2025-01-22 16:01:32.178435688
OPP-3882,IT_Tech,52819.79,62.0,Won,2025-01-22 22:17:44.372874576
OPP-3883,IT_Tech,26937.12,81.0,Lost,2025-01-23 04:33:56.567313464
OPP-3884,IT_Tech,17192.51,88.0,Won,2025-01-23 10:50:08.761752352
OPP-3885,Manufacturing,36092.88,73.0,Won,2025-01-23 17:06:20.956191240
OPP-3886,Finance,65926.29,67.0,Lost,2025-01-23 23:22:33.150630128
OPP-3887,health-care,56305.15,78.0,Won,2025-01-24 05:38:45.345069016
OPP-3888,Retail,16666.54,61.0,Won,2025-01-24 11:54:57.539507904
OPP-3889,Retail,9178.65,56.0,Lost,2025-01-24 18:11:09.733946792
OPP-3890,health-care,36636.54,78.0,Lost,2025-01-25 00:27:21.928385680
OPP-3891,Finance,78076.92,59.0,Won,2025-01-25 06:43:34.122824568
OPP-3892,Retail,16203.54,50.0,Lost,2025-01-25 12:59:46.317263456
OPP-3893,Finance,36098.73,73.0,Lost,2025-01-25 19:15:58.511702336
OPP-3894,IT_Tech,57759.63,76.0,Lost,2025-01-26 01:32:10.706141224
OPP-3895,Manufacturing,14984.32,71.0,Won,2025-01-26 07:48:22.900580112
OPP-3896,Finance,51695.81,98.0,Won,2025-01-26 14:04:35.095019000
OPP-3897,IT_Tech,31920.25,73.0,Won,2025-01-26 20:20:47.289457888
OPP-3898,health-care,49924.43,82.0,Won,2025-01-27 02:36:59.483896776
OPP-3899,IT_Tech,27377.31,59.0,Lost,2025-01-27 08:53:11.678335664
OPP-3900,IT_Tech,92553.05,89.0,Lost,2025-01-27 15:09:23.872774552
OPP-3901,Retail,8730.33,57.0,Won,2025-01-27 21:25:36.067213440
OPP-3902,IT_Tech,123082.59,82.0,Lost,2025-01-28 03:41:48.261652328
OPP-3903,health-care,95061.19,78.0,Won,2025-01-28 09:58:00.456091216
OPP-3904,Finance,77283.29,91.0,Won,2025-01-28 16:14:12.650530104
OPP-3905,IT_Tech,46079.35,59.0,Won,2025-01-28 22:30:24.844968992
OPP-3906,Manufacturing,128664.55,54.0,Lost,2025-01-29 04:46:37.039407880
OPP-3907,IT_Tech,22097.14,67.0,Lost,2025-01-29 11:02:49.233846768
OPP-3908,health-care,37337.34,79.0,Lost,2025-01-29 17:19:01.428285656
OPP-3909,health-care,46494.08,77.0,Lost,2025-01-29 23:35:13.622724544
OPP-3910,IT_Tech,36903.87,88.0,Lost,2025-01-30 05:51:25.817163432
OPP-3911,IT_Tech,,72.0,Won,2025-01-30 12:07:38.011602320
OPP-3912,Retail,13509.79,59.0,Won,2025-01-30 18:23:50.206041208
OPP-3913,Manufacturing,84691.76,51.0,Lost,2025-01-31 00:40:02.400480096
OPP-3914,IT_Tech,39171.46,71.0,Lost,2025-01-31 06:56:14.594918984
OPP-3915,Finance,61352.35,89.0,Won,2025-01-31 13:12:26.789357872
OPP-3916,Retail,,59.0,Won,2025-01-31 19:28:38.983796760
OPP-3917,Retail,20936.64,69.0,Won,2025-02-01 01:44:51.178235648
OPP-3918,health-care,44555.92,79.0,Lost,2025-02-01 08:01:03.372674536
OPP-3919,health-care,221424.63,73.0,Lost,2025-02-01 14:17:15.567113424
OPP-3920,health-care,233284.93,93.0,Lost,2025-02-01 20:33:27.761552312
OPP-3921,Retail,15189.74,87.0,Won,2025-02-02 02:49:39.955991200
OPP-3922,Retail,13283.03,64.0,Won,2025-02-02 09:05:52.150430088
OPP-3923,IT_Tech,60799.08,63.0,Lost,2025-02-02 15:22:04.344868976
OPP-3924,health-care,141051.32,82.0,Lost,2025-02-02 21:38:16.539307864
OPP-3925,Manufacturing,24270.19,43.0,Won,2025-02-03 03:54:28.733746752
OPP-3926,Retail,10267.33,68.0,Won,2025-02-03 10:10:40.928185640
OPP-3927,Manufacturing,18747.7,74.0,Won,2025-02-03 16:26:53.122624528
OPP-3928,Retail,16391.73,88.0,Won,2025-02-03 22:43:05.317063416
OPP-3929,health-care,109095.26,78.0,Lost,2025-02-04 04:59:17.511502296
OPP-3930,Finance,32534.12,77.0,Won,2025-02-04 11:15:29.705941184
OPP-3931,Finance,55652.41,66.0,Won,2025-02-04 17:31:41.900380072
OPP-3932,IT_Tech,18515.68,64.0,Lost,2025-02-04 23:47:54.094818960
OPP-3933,Finance,42647.34,56.0,Lost,2025-02-05 06:04:06.289257848
OPP-3934,Retail,17597.44,66.0,Won,2025-02-05 12:20:18.483696736
OPP-3935,IT_Tech,25166.25,67.0,Lost,2025-02-05 18:36:30.678135624
OPP-3936,Retail,11494.08,69.0,Won,2025-02-06 00:52:42.872574512
OPP-3937,Finance,27546.01,64.0,Lost,2025-02-06 07:08:55.067013400
OPP-3938,Manufacturing,39874.61,75.0,Won,2025-02-06 13:25:07.261452288
OPP-3939,IT_Tech,35520.43,69.0,Won,2025-02-06 19:41:19.455891176
OPP-3940,IT_Tech,,66.0,Won,2025-02-07 01:57:31.650330064
OPP-3941,Finance,65289.82,78.0,Lost,2025-02-07 08:13:43.844768952
OPP-3942,IT_Tech,39741.35,74.0,Lost,2025-02-07 14:29:56.039207840
OPP-3943,Retail,,72.0,Lost,2025-02-07 20:46:08.233646728
OPP-3944,Retail,6386.03,59.0,Lost,2025-02-08 03:02:20.428085616
OPP-3945,IT_Tech,89571.03,75.0,Lost,2025-02-08 09:18:32.622524504
OPP-3946,Finance,50012.91,73.0,Lost,2025-02-08 15:34:44.816963392
OPP-3947,Finance,69005.67,69.0,Lost,2025-02-08 21:50:57.011402280
OPP-3948,health-care,134121.83,78.0,Lost,2025-02-09 04:07:09.205841168
OPP-3949,Manufacturing,212039.44,110.0,Lost,2025-02-09 10:23:21.400280056
OPP-3950,Retail,7170.69,51.0,Won,2025-02-09 16:39:33.594718944
OPP-3951,Finance,95788.35,76.0,Lost,2025-02-09 22:55:45.789157832
OPP-3952,Retail,9378.96,59.0,Lost,2025-02-10 05:11:57.983596720
OPP-3953,health-care,52930.01,73.0,Lost,2025-02-10 11:28:10.178035608
OPP-3954,Manufacturing,25333.78,67.0,Won,2025-02-10 17:44:22.372474496
OPP-3955,Finance,37220.2,77.0,Won,2025-02-11 00:00:34.566913384
OPP-3956,Retail,13086.73,45.0,Lost,2025-02-11 06:16:46.761352272
OPP-3957,Manufacturing,17374.32,80.0,Won,2025-02-11 12:32:58.955791160
OPP-3958,IT_Tech,58302.71,84.0,Lost,2025-02-11 18:49:11.150230048
OPP-3959,Retail,13732.24,51.0,Won,2025-02-12 01:05:23.344668936
OPP-3960,IT_Tech,44856.22,47.0,Won,2025-02-12 07:21:35.539107824
OPP-3961,health-care,55286.65,64.0,Lost,2025-02-12 13:37:47.733546712
OPP-3962,health-care,58669.64,73.0,Lost,2025-02-12 19:53:59.927985600
OPP-3963,Manufacturing,41931.05,105.0,Won,2025-02-13 02:10:12.122424488
OPP-3964,Manufacturing,,75.0,Won,2025-02-13 08:26:24.316863376
OPP-3965,Retail,11170.2,43.0,Lost,2025-02-13 14:42:36.511302256
OPP-3966,Retail,8692.3,55.0,Won,2025-02-13 20:58:48.705741144
OPP-3967,Finance,42858.48,74.0,Lost,2025-02-14 03:15:00.900180032
OPP-3968,Manufacturing,,69.0,Won,2025-02-14 09:31:13.094618920
OPP-3969,health-care,163341.1,68.0,Lost,2025-02-14 15:47:25.289057808
OPP-3970,health-care,48439.78,73.0,Lost,2025-02-14 22:03:37.483496696
OPP-3971,IT_Tech,,68.0,Lost,2025-02-15 04:19:49.677935584
OPP-3972,Retail,18000000.0,56.0,Lost,2025-02-15 10:36:01.872374472
OPP-3973,Retail,7023.38,65.0,Lost,2025-02-15 16:52:14.066813360
OPP-3974,health-care,38061.3,83.0,Lost,2025-02-15 23:08:26.261252248
OPP-3975,IT_Tech,130646.63,92.0,Lost,2025-02-16 05:24:38.455691136
OPP-3976,Retail,32063.16,,Lost,2025-02-16 11:40:50.650130024
OPP-3977,IT_Tech,35747.68,67.0,Lost,2025-02-16 17:57:02.844568912
OPP-3978,Retail,15194.47,75.0,Won,2025-02-17 00:13:15.039007800
OPP-3979,Manufacturing,26491.44,75.0,Won,2025-02-17 06:29:27.233446688
OPP-3980,health-care,94789.28,81.0,Lost,2025-02-17 12:45:39.427885576
OPP-3981,IT_Tech,25372.19,63.0,Won,2025-02-17 19:01:51.622324464
OPP-3982,Retail,,53.0,Lost,2025-02-18 01:18:03.816763352
OPP-3983,Retail,6899.62,62.0,Won,2025-02-18 07:34:16.011202240
OPP-3984,Finance,74061.84,107.0,Lost,2025-02-18 13:50:28.205641128
OPP-3985,Manufacturing,20629.27,73.0,Won,2025-02-18 20:06:40.400080016
OPP-3986,IT_Tech,35114.21,65.0,Won,2025-02-19 02:22:52.594518904
OPP-3987,Finance,38376.61,63.0,Won,2025-02-19 08:39:04.788957792
OPP-3988,Retail,9034.66,57.0,Won,2025-02-19 14:55:16.983396680
OPP-3989,Manufacturing,55635.83,102.0,Lost,2025-02-19 21:11:29.177835568
OPP-3990,IT_Tech,41099.05,69.0,Won,2025-02-20 03:27:41.372274456
OPP-3991,Retail,13295.33,77.0,Won,2025-02-20 09:43:53.566713344
OPP-3992,Finance,123918.38,77.0,Won,2025-02-20 16:00:05.761152232
OPP-3993,health-care,97573.88,83.0,Lost,2025-02-20 22:16:17.955591120
OPP-3994,IT_Tech,74853.01,88.0,Lost,2025-02-21 04:32:30.150030008
OPP-3995,Manufacturing,28855.92,65.0,Lost,2025-02-21 10:48:42.344468896
OPP-3996,IT_Tech,29295.3,64.0,Won,2025-02-21 17:04:54.538907784
OPP-3997,health-care,33501.13,92.0,Won,2025-02-21 23:21:06.733346672
OPP-3998,IT_Tech,,83.0,Lost,2025-02-22 05:37:18.927785560
OPP-3999,Manufacturing,58828.69,86.0,Lost,2025-02-22 11:53:31.122224448
OPP-4000,Finance,159530.82,93.0,Lost,2025-02-22 18:09:43.316663336
OPP-4001,Retail,21593.61,75.0,Won,2025-02-23 00:25:55.511102216
OPP-4002,IT_Tech,14807.72,91.0,Won,2025-02-23 06:42:07.705541104
OPP-4003,Finance,140068.54,83.0,Lost,2025-02-23 12:58:19.899979992
OPP-4004,Finance,24267.39,77.0,Lost,2025-02-23 19:14:32.094418880
OPP-4005,Retail,20932.51,52.0,Won,2025-02-24 01:30:44.288857768
OPP-4006,Manufacturing,30215.42,62.0,Won,2025-02-24 07:46:56.483296656
OPP-4007,IT_Tech,51599.47,61.0,Won,2025-02-24 14:03:08.677735544
OPP-4008,Finance,32877.08,88.0,Lost,2025-02-24 20:19:20.872174432
OPP-4009,IT_Tech,65224.07,46.0,Lost,2025-02-25 02:35:33.066613320
OPP-4010,Finance,30364.07,67.0,Lost,2025-02-25 08:51:45.261052208
OPP-4011,IT_Tech,25997.94,35.0,Won,2025-02-25 15:07:57.455491096
OPP-4012,health-care,40180.75,64.0,Lost,2025-02-25 21:24:09.649929984
OPP-4013,health-care,25525.39,65.0,Won,2025-02-26 03:40:21.844368872
OPP-4014,Finance,77398.02,95.0,Won,2025-02-26 09:56:34.038807760
OPP-4015,health-care,216133.91,90.0,Lost,2025-02-26 16:12:46.233246648
OPP-4016,Retail,50688.41,65.0,Lost,2025-02-26 22:28:58.427685536
OPP-4017,health-care,77520.17,91.0,Lost,2025-02-27 04:45:10.622124424
OPP-4018,IT_Tech,63471.14,77.0,Lost,2025-02-27 11:01:22.816563312
OPP-4019,Retail,,67.0,Won,2025-02-27 17:17:35.011002200
OPP-4020,IT_Tech,46604.0,60.0,Won,2025-02-27 23:33:47.205441088
OPP-4021,health-care,59558.29,65.0,Won,2025-02-28 05:49:59.399879976
OPP-4022,Finance,82211.14,69.0,Lost,2025-02-28 12:06:11.594318864
OPP-4023,health-care,100960.76,81.0,Won,2025-02-28 18:22:23.788757752
OPP-4024,IT_Tech,27194.5,72.0,Won,2025-03-01 00:38:35.983196640
OPP-4025,health-care,69807.97,96.0,Lost,2025-03-01 06:54:48.177635528
OPP-4026,Manufacturing,35269.89,77.0,Won,2025-03-01 13:11:00.372074416
OPP-4027,Finance,120071.42,49.0,Lost,2025-03-01 19:27:12.566513304
OPP-4028,Finance,38575.81,77.0,Won,2025-03-02 01:43:24.760952192
OPP-4029,Finance,70903.47,60.0,Lost,2025-03-02 07:59:36.955391080
OPP-4030,IT_Tech,94466.71,68.0,Lost,2025-03-02 14:15:49.149829968
OPP-4031,health-care,147036.49,73.0,Lost,2025-03-02 20:32:01.344268856
OPP-4032,Retail,26228.18,63.0,Lost,2025-03-03 02:48:13.538707744
OPP-4033,IT_Tech,36761.85,57.0,Won,2025-03-03 09:04:25.733146632
OPP-4034,IT_Tech,42637.9,77.0,Won,2025-03-03 15:20:37.927585520
OPP-4035,IT_Tech,59941.12,60.0,Lost,2025-03-03 21:36:50.122024408
OPP-4036,health-care,186493.81,89.0,Lost,2025-03-04 03:53:02.316463296
OPP-4037,Manufacturing,13686.96,93.0,Lost,2025-03-04 10:09:14.510902176
OPP-4038,IT_Tech,18812.55,52.0,Lost,2025-03-04 16:25:26.705341064
OPP-4039,Finance,160438.58,80.0,Lost,2025-03-04 22:41:38.899779952
OPP-4040,IT_Tech,31620.32,42.0,Won,2025-03-05 04:57:51.094218840
OPP-4041,Manufacturing,,67.0,Lost,2025-03-05 11:14:03.288657728
OPP-4042,IT_Tech,19397.89,76.0,Lost,2025-03-05 17:30:15.483096616
OPP-4043,health-care,52417.2,84.0,Lost,2025-03-05 23:46:27.677535504
OPP-4044,Retail,6626.39,62.0,Lost,2025-03-06 06:02:39.871974392
OPP-4045,Retail,38007.82,84.0,Won,2025-03-06 12:18:52.066413280
OPP-4046,health-care,72152.58,108.0,Lost,2025-03-06 18:35:04.260852168
OPP-4047,health-care,70631.37,98.0,Lost,2025-03-07 00:51:16.455291056
OPP-4048,health-care,104072.81,74.0,Lost,2025-03-07 07:07:28.649729944
OPP-4049,IT_Tech,58757.41,59.0,Lost,2025-03-07 13:23:40.844168832
OPP-4050,IT_Tech,58275.91,71.0,Lost,2025-03-07 19:39:53.038607720
OPP-4051,health-care,139270.47,71.0,Lost,2025-03-08 01:56:05.233046608
OPP-4052,IT_Tech,26491.45,76.0,Won,2025-03-08 08:12:17.427485496
OPP-4053,IT_Tech,31290.4,58.0,Lost,2025-03-08 14:28:29.621924384
OPP-4054,Finance,116008.53,80.0,Lost,2025-03-08 20:44:41.816363272
OPP-4055,Manufacturing,27897.87,,Won,2025-03-09 03:00:54.010802160
OPP-4056,Finance,72906.71,77.0,Lost,2025-03-09 09:17:06.205241048
OPP-4057,IT_Tech,44328.45,63.0,Lost,2025-03-09 15:33:18.399679936
OPP-4058,IT_Tech,53776.54,90.0,Won,2025-03-09 21:49:30.594118824
